iIndex,lAlignments,lEquations,lSolutions,sQuestion
580,"[19, 48, 103]",['X=((24.0-10.0)/7.0)'],[2.0]," A company invited 24 people to a luncheon, but 10 of them didn't show up. If the tables they had held 7 people each, how many tables do they need? "
581,"[51, 85, 127]",['X=((75.0-45.0)/6.0)'],[5.0]," Bianca's team won their dodgeball game and scored 75 points total. If Bianca scored 45 of the points and everyone else scored 6 points each, how many players were on her team? "
582,"[30, 58, 105]",['X=((54.0-33.0)/7.0)'],[3.0], For Halloween Emily received 54 pieces of candy. She ate 33 pieces then placed the rest into piles with 7 in each pile. How many piles could she make? 
586,"[17, 50, 94]",['X=((56.0-24.0)/4.0)'],[8.0], A pet store had 56 puppies. In one day they sold 24 of them and put the rest into cages with 4 in each cage. How many cages did they use? 
587,"[19, 56, 131]",['X=((86.0-30.0)/8.0)'],[7.0]," The cafeteria had 86 apples. For lunch they handed out 30 to students and decided to use the rest to make pies. If each pie takes 8 apples, how many pies could they make? "
588,"[11, 49, 108]",['X=((60.0-40.0)/5.0)'],[4.0]," Jerry had 60 pieces of clothing to wash. He put 40 of them in one load, but decided to split the rest into 5 equal loads. How many pieces of clothing could go in each of the small loads? "
591,"[31, 59, 106]",['X=((32.0-12.0)/5.0)'],[4.0], For Halloween Bianca received 32 pieces of candy. She ate 12 pieces then placed the rest into piles with 5 in each pile. How many piles could she make? 
593,"[17, 50, 94]",['X=((88.0-34.0)/6.0)'],[9.0], A pet store had 88 puppies. In one day they sold 34 of them and put the rest into cages with 6 in each cage. How many cages did they use? 
597,"[19, 56, 131]",['X=((75.0-19.0)/8.0)'],[7.0]," The cafeteria had 75 apples. For lunch they handed out 19 to students and decided to use the rest to make pies. If each pie takes 8 apples, how many pies could they make? "
598,"[13, 79, 134]",['X=((38.0-14.0)/8.0)'],[3.0]," Sarah baked 38 cupcakes for her school's bake sale. If her brother, Todd, ate 14 of them how many packages could she make if she put 8 cupcake in each package? "
